cd	grp_cd	dscr
2701.00	17026	CYPRESSWOOD #2, PT.12
2702.00	17028	CANDLELIGHT HILLS
2703.00	17028	CANDLELIGHT HILLS #1 R/P, PT.4
2703.05	17026	CAMP MIRROR LAKE SEC 1 RP&EXTN
2704.01	17025	CYPRESS HOLLOW &  CANDLELIGHT PARK ESTS #1-3
2704.05	17026	LOUETTA GLEN SEC 1,2
2704.07	17026	LOUETTA PARK SEC 1,2
2705.00	17028	CANDLELIGHT HILLS SEC 5,6
2705.02	17025	CANDLELIGHT PARK ESTATES #1
2705.03	17025	CANDLELIGHT PARK ESTATES #2
2705.04	17025	CHARIS PLACE
2705.05	17025	VILLAS AT CANDLELIGHT PARK & OTHERS
2705.06	17025	CANDLELIGHT PARK ESTS SEC 3
2705.07	17025	CANDLELIGHT PARK ESTATES SEC 4
2706.00	17028	BENDING BOUGH #1
2707.00	17028	DEVONSHIRE WOODS #1
2707.01	17028	DEVONSHIRE WOODS 2.3
2707.02	17028	DEVONSHIRE WOOD SEC 4
2707.03	17028	DEVONSHIRE PARK
2707.05	17028	OAKS OF DEVONSHIRE 1
2707.06	17028	OAKS OF DEVONSHIRE R/P 1,#2,#3
2707.07	17026	ESTATES AT CREEKS END
2708.00	17028	ENCHANTED OAKS PT. #4 R/P
2709.00	17028	ENCHANTED OAKS #1,2,3,P.4 R/P
2710.00	17031	KOTAR COURT
2710.01	17031	CYPRESS FOREST EST. #2,2R/P
2710.02	17031	CYPRESS FOREST PARK #1
2710.03	17031	CYPRESS FOREST PARK PT R/P 2
2710.04	17031	CYPRESS FOREST SEC. 3
2710.05	17031	CYPRESS FOREST LAKES SEC 1
2711.00	17009	GREENWOOD FOREST #1/OTHERS
2711.01	17009	GREENWOOD FOREST 6 2ND CORR
2713.00	17013	CAPESTRANO VILLAS NORTH TH
2714.00	17009	GREENWOOD FOREST ESTATES P.R/P
2714.01	17013	MISTY VALLEY PATIO HOMES
2715.00	17033	WIMBLEDON EST. & RACQUET/OTHER
2715.01	17033	WIMBLEDON EST. & RAC. CLUB P.5
2715.02	17013	WIMBLEDON CREEK VILLAS
2715.03	17031	LAFONE ESTATES
2717.00	17033	WIMBLEDON EST. & RAC. CLB.1,2
2717.02	17033	WIMBLEDON PARK
2717.03	17033	WIMBLEDON CTR CT GDN HOMES
2717.04	17031	WIMBLEDON FRST #1-3,& OTHER
2717.05	17031	WIMBLEDON CHAMPIONS PT.1,#3
2717.06	17031	WIMBLEDON CHAMPIONS ESTATES 1
2717.07	17031	WIMBLEDON CHAMPIONS GARDENS
2717.08	17031	WIMBLEDON CHAMPIONS ESTS 2-4
2717.09	17031	WIMBLEDON GARDEN ESTATES
2718.00	17031	WIMBLEDON CHAMPIONS PARKS #1,2
2718.01	17013	PARK AT CYPRESSWOOD
2719.00	17047	TRAILWOOD ESTATES U/R
2719.01	17034	NORTHCREST VILLAGE SEC 1,2,3
2719.02	17034	NORTHCREST VILLAGE SEC 6,7
2719.10	17061	CALDWELL GOSLING
2720.00	17034	WILLOW FOREST #2
2720.01	17034	WILLOW FOREST PT #2
2721.00	17001	BRIDGESTONE CROSSING
2721.01	17016	CREEKSIDE PLACE SEC 1
2721.02	17039	KLEIN MEADOWS SEC 1
2721.03	17034	BELLA SERA
2722.00	17034	WILLOW FOREST #1, PT. #1 R/P
2722.01	17001	WILLOW OAKS MOBILE HOME PARK
2722.03	17034	WILLOW DELL SEC 1,2,3
2722.04	17062	SUGARBERRY PLACE PH2
2722.06	17034	MIRAMAR LAKE SEC 1,2,3 & AMEND 1
2722.08	17034	PRESERVE AT MIRAMAR LAKE SEC 1
2722.10	17034	WILLOWS EDGE
2722.11	17001	OAKVIEW FARMS SEC 1,2
2723.00	17001	WILLOW CREEK MANOR SEC 1
2723.01	17001	SUBURBAN RANCHES
2723.02	17049	THE EST AT WILLOW CREEK
2723.03	17034	SPRING TERRACE SEC 1,2,5,6
2723.04	17034	SPRING TERRACE SEC 3,4
2724.00	17016	THREE LAKES
2724.01	17016	PINECREST FOREST & NORTHPOINTE EAST
2724.02	17016	NORTHPOINTE EAST #1,2
2724.03	17016	NORTHPOINTE EAST SEC 3
2724.04	17015	PINECREST FOREST SEC 6
2724.05	17016	PINECREST FOREST SEC 7,9,10
2724.06	17016	PINECREST FOREST SEC 12
2724.08	17016	NORTHERN POINT SEC 1,2,4
2724.09	17016	NORTHERN POINT SCE 3
2724.11	17016	NORTHERN POINT SEC 5
2724.12	17016	BRAEMAR VILLAGE SEC 1
2725.00	17015	CHARTERWOOD SEC 2 & PT SEC 3
2725.01	17016	ASHFORD PLACE SEC 1,2
2725.02	17016	ASHFORD PLACE SEC 2
2725.03	17016	ASHFORD PLACE SEC 3,4
2725.05	17016	WILLOW FALLS SEC. 1 - 5
2725.07	17016	STONEPINE SEC 1,2
2725.11	17016	ASHFORD GROVE SEC 1-3 & OTHERS
2726.00	17040	TRADITONS SEC 1
2726.02	17040	PINE TRACE VILLAGE SEC 1, 3-5
2726.03	17040	PINE TRACE VILLAGE SEC 1-5
2726.04	17040	PINE TRACE VILLAGE SEC 6-8
2726.06	17040	VINTAGE CREEK
2726.10	17040	WILLOW LAKE VILLAGE
2726.11	17040	WILLOWPOINT SEC 1
2727.00	17039	PT WIMBLEDON COUNTRY
2727.01	17039	WIMBLEDON COUNTRY PT #1,#3
2727.03	17040	WIMBLEDON COUNTRY NORTH SEC 1
2727.04	17040	PRINCETON PLACE SEC 1,2
2727.05	17048	SPRING CREEK COURT
2727.06	17040	WIMBLEDON FALLS SEC 2,4,5
2727.07	17048	STONE FOREST SEC 1- 4
2727.08	17019	SPRING CREEK OAKS #7
2727.09	17019	SPRING CREEK OAKS #9, #10
2727.10	17040	SADDLEBROOK RANCH SEC 1,2
2727.11	17040	WIMBLEDON FALLS SEC 2-5 & OTHERS
2727.12	17040	WIMBLEDON FALLS SEC 6, 7
2727.13	17040	LAKES AT CREEKSIDE SEC 5
2727.14	17040	LAKES AT CREEKSIDE SEC 9,11,13
2727.15	17040	LAKES AT CREEKSIDE SEC 12,14
2728.00	17019	SPRING CREEK OAKS PH. 1, PH.2
2728.01	17048	SPRING CREEK OAKS #4
2728.02	17048	WOODS OF SPRING CREEK/OTHERS
2728.03	17048	OAKS OF SRING CREEK
2728.04	17019	SPRING CREEK OAKS PH. 2,BLK1-7
2728.05	17019	SPRING CREEK OAKS PH. 2,BLK5-7
2728.06	17048	SPRING CREEK OAKS SEC 5
2728.07	17019	SPRING CREEK OAKS 8
2728.08	17019	SPRING CREEK OAKS PATIO HOMES
2728.09	17048	SPRING CREEK OAKS SEC 6
2729.00	17022	SPRING CREEK FOREST 3
2729.01	17022	SPRING CREEK FOREST 1,2, & 4
2729.02	17022	TERRAVISTA PT SEC 1, E OF TC JESTER
2729.03	17022	TERRAVISTA PT SEC 1, W OF TC JESTER
2729.05	17048	CYPRESS TRACE
2729.06	17048	CYPRESS TRACE SEC 2
2730.00	17001	FARMETTE MEDOWS #1/CUNNINGHAM
2730.01	17022	TWIN FALLS SEC PT SEC 1
2730.02	17022	TWIN FALLS SEC 1
2730.03	17022	TWIN FALLS SEC 2
2730.04	17022	TWIN FALLS SEC 3
2730.05	17022	TWIN FALLS SEC 2-6
2730.06	17022	TWIN FALLS SEC 5
2730.10	17022	KLEIN GROVE
2731.00	17001	WELDON FOREST #2
2731.05	17052	PARK @ KLEIN SEC 1,2
2732.00	17035	FOREST NORTH #2, PT.#2 R/P
2733.00	17035	FOREST NORTH PT. #2/OTHERS
2733.01	17035	FOREST NORTH #1 RES C PT R/P
2733.02	17035	FOREST NORTH PARK
2733.03	17035	FOREST NORTH SEC 5
2734.00	17043	BRIDGESTONE R/P PT.#2,2R/P
2734.01	17027	BRIDGESTONE #6
2734.02	17043	BRIDGESTONE 1 R/P
2734.03	17027	BRIDGESTONE #6U/RPAR.R/P(LGLT)
2734.06	17027	LYNNHURST VILLAGE
2735.00	17001	NORTHWOOD PARK
2736.00	17036	DOVE MEADOWS 1,2,2R/P,3,3R/P
2736.01	17036	DOVE MEADOWS SEC 4,4R/P,5,5R/P
2736.02	17036	DOVE MEADOWS SEC 6,6R/P
2736.04	17037	MEADOW HILL RUN
2736.05	17037	PARK AT MEADOWHILL RUN SEC 1,2 &AMEND
2736.06	17037	PARK AT MEADOWHILL RUN SEC 4, 5
2737.00	17001	GREENGATE U/R
2737.01	17036	WINDSOR FOREST
2737.02	17038	FOREST RIDGE SEC 1,PT 3
2738.01	17054	MCKENZIE PARK PT SEC 1 & SEC 2
2738.02	17054	MCKENZIE PARK SEC PT SEC 4
2738.03	17054	MCKENZIE PARK SEC 3 & PT SEC 1&4
2739.00	17037	FOX HOLLOW #1
2740.00	17038	FOX HOLLOW WEST R/P YB '83-'84
2740.01	17038	FOX HOLLOW WEST R/P
2740.02	17038	FOXHOLLOW SOUTH SEC 1
2741.00	17001	SPRING STUEBNER ESTATES
2741.01	17038	GOSLING PINES SEC 1,2
2741.10	17052	SAWMILL RANCH PT SEC 1, 2, 5
2741.11	17052	SAWMILL RANCH PT SEC 1,3,4
2742.00	17039	NORTHAMPTON #4
2742.01	17045	NORTHAMPTON ESTATES PH 1
2742.03	17039	NORTHAMPTON ESTS GARDEN HOMES
2742.04	17045	INWAY FOREST OF NORTHAMPTON #1
2742.05	17045	NH ESTATES PH 3  & TERRACE OF NH ESTATES
2742.07	17045	COURTS AT AUBURN LAKES
2742.08	17045	WOODS OF NORTHAMPTON SEC 1,2
2742.09	17045	VILLAGE OF AUBURN LAKES SEC 1,2,5
2742.10	17045	INWAY OAKS ESTATES SEC 1, 2
2742.12	17045	HAMPTON CREEK SEC 2 AMEND, 4,5,7,9
2742.13	17045	HAMPTON CREEK SEC 1,3,6
2742.14	17045	HAMPTON CREEK SEC 8
2742.18	17045	DOVERSHIRE PLACE SEC 1,2
2743.00	17015	MEMORIAL CHASE #1,2
2744.00	17015	MEMORIAL CHASE #3
2745.00	17001	M/R
2745.01	17045	AUBURN LAKES ESTATES SEC 1
2745.02	17045	AUBURN LAKES RETREAT SEC 2,3
2745.03	17045	AUBURN LAKES RESERVE SEC 1 - 5
2745.04	17045	AUBURN LAKES PINES SEC 1 - 5
2745.05	17045	AUBURN LAKES RETREAT SEC 1
2745.06	17045	AUBURN LAKES RETREAT SEC 5
2745.10	17045	GOSLING TRACT
2746.00	17013	WIMBLEDON PINES CONDO
2746.05	17045	STRATTON WOODS
2747.00	17001	M/R
2747.01	17013	BRIDGEWTR LNDG PH 2-4,WTR LNDG
2747.02	17001	BRAMMEL OAKS ESTS #1-3
2747.03	17001	RECREATION FARMS #2
2747.04	17008	HUNTWICK FOREST #6 R/P
2747.05	17001	TAYLOR NORTH HOUSTON
2747.06	17008	HUNTWICK ESTATES
2747.10	17001	PT OF ABST 214J COULTER
2748.00	17001	M/R
2748.01	17001	CRICKETT HILL EST. U/R
2748.02	17001	HYDIES CROSSING U/R
2748.03	17001	OAKWOOD VILLAGE U/R
2748.05	17001	MOSSY OAKS U/R & OTHERS
2748.06	17049	ALBURY MANOR
2748.07	17049	WILLOW TRACE SEC 1,2
2748.08	17020	ALBURY TRAILS ESTATES SEC 1
2748.09	17020	ALBURY TRAILS ESTATES SEC 1-4
